ano;mes;sigla_uf;id_municipio;saldo_movimentacao;tipo_movimentacao;cbo_2002;cnae_2_subclasse;salario_mensal;grau_instrucao;sexo;idade;raca_cor;horas_contratuais
2023;1;AC;1200138;1;97;317210;7733100;2798.0;9;1;51;6;44.0
2023;1;AC;1200203;-1;40;317110;5510801;2669.04;9;1;29;1;44.0
2023;1;AC;1200203;1;97;317205;9511800;1302.0;7;1;18;6;44.0
2023;1;AC;1200401;-1;31;212420;4711302;1800.0;7;1;25;6;44.0
2023;1;AC;1200401;-1;31;317210;4729699;3000.0;8;1;24;6;44.0
2023;1;AC;1200401;1;97;317110;6204000;1600.0;9;3;22;6;44.0
2023;1;AC;1200401;1;97;212420;6209100;1818.0;7;1;23;6;44.0
2023;1;AC;1200401;-1;40;317210;6399200;1500.0;7;1;34;3;44.0
2023;1;AC;1200401;-1;40;317210;8531700;1419.8;9;1;34;1;44.0
2023;1;AC;1200401;-1;31;317210;8640210;2624.94;7;1;46;6;44.0
2023;1;AC;1200609;1;97;212405;4751201;1302.0;7;1;31;6;44.0
2023;2;AC;1200401;-1;31;212410;4321500;1650.0;9;1;35;3;44.0
2023;2;AC;1200401;-1;31;317205;4751201;1302.0;7;1;25;6;44.0
2023;2;AC;1200203;-1;31;317210;6190601;1212.0;7;3;30;6;44.0
2023;2;AC;1200401;-1;40;317210;4711301;1425.6;7;1;25;3;44.0
2023;2;AC;1200401;-1;40;317210;6621502;2798.0;9;1;27;6;44.0
2023;2;AC;1200401;-1;43;212410;6110803;1302.0;7;1;27;3;44.0
2023;2;AC;1200104;1;97;317210;1012103;2083.84;8;1;28;6;44.0
2023;2;AC;1200401;1;97;212410;4321500;1350.0;8;1;49;3;44.0
2023;2;AC;1200401;1;97;212410;4321500;1650.0;8;1;20;3;44.0
2023;2;AC;1200401;1;97;317210;4711301;1425.6;9;1;25;3;44.0
2023;2;AC;1200203;1;97;317110;5510801;2669.04;7;1;23;1;44.0
2023;2;AC;1200500;1;97;317210;6130200;1546.39;7;1;27;6;44.0
2023;2;AC;1200500;1;97;317210;6130200;1546.39;7;1;19;6;44.0
2023;2;AC;1200138;1;97;317205;7733100;2100.0;9;1;39;6;44.0
2023;2;AC;1200401;1;97;317210;9511800;1302.0;9;1;22;6;44.0
2023;3;AC;1200401;-1;31;212420;4712100;1840.0;9;1;30;3;44.0
2023;3;AC;1200401;-1;31;317205;4771701;1628.63;8;1;34;3;44.0
2023;3;AC;1200401;-1;31;317210;8513900;2173.97;9;1;31;6;44.0
2023;3;AC;1200401;-1;31;212410;8531700;3500.0;8;3;23;3;44.0
2023;3;AC;1200104;-1;40;317210;6190699;1406.0;7;1;25;6;44.0
2023;3;AC;1200401;-1;40;317210;6399200;2575.0;9;1;23;6;44.0
2023;3;AC;1200401;-1;40;212410;8531700;1942.11;8;1;25;3;44.0
2023;3;AC;1200401;1;97;317105;4313400;660.0;6;1;15;3;22.0
2023;3;AC;1200203;1;97;317210;4757100;1302.0;7;1;36;3;44.0
2023;3;AC;1200401;1;97;317110;4930202;591.82;7;1;14;6;44.0
2023;3;AC;1200401;1;97;317110;4930202;591.82;7;1;15;6;44.0
2023;3;AC;1200401;1;97;212420;6120502;3479.0;9;1;32;3;44.0
2023;3;AC;1200401;1;97;317210;6399200;1302.0;9;3;30;3;44.0
2023;3;AC;1200401;1;97;212410;6424703;5000.0;9;1;36;4;40.0
2023;3;AC;1200401;1;97;317210;6424703;3500.0;9;1;35;3;40.0
2023;3;AC;1200401;1;97;317210;6621502;2798.0;80;1;37;1;44.0
2023;3;AC;1200401;1;97;317210;6621502;2665.0;9;3;47;6;44.0
2023;3;AC;1200401;1;97;317110;6810203;651.0;6;1;16;6;20.0
2023;3;AC;1200401;1;97;317110;6810203;651.0;6;1;15;6;20.0
2023;3;AC;1200401;1;97;212405;7319004;6400.0;9;1;28;3;44.0
2023;3;AC;1200252;1;97;317110;7711000;651.0;7;1;15;3;20.0
2023;3;AC;1200401;1;97;317210;8513900;2173.97;8;1;25;6;44.0
2023;3;AC;1200401;1;97;212410;8531700;1942.11;9;1;26;2;44.0
2023;3;AC;1200401;1;97;317210;8532500;1664.0;7;1;24;1;44.0
2023;4;AC;1200401;-1;31;317205;4110700;2500.0;9;1;36;6;44.0
2023;4;AC;1200401;-1;31;212410;4321500;1650.0;8;1;20;3;44.0
2023;4;AC;1200500;-1;31;317210;6130200;1546.39;7;1;27;6;44.0
2023;4;AC;1200401;-1;40;212410;4321500;1350.0;8;1;49;3;44.0
2023;4;AC;1200401;-1;40;212420;4751201;1700.0;7;1;20;1;44.0
2023;4;AC;1200401;-1;40;317205;4751201;3500.0;7;1;44;6;44.0
2023;4;AC;1200401;-1;40;212420;4772500;2300.0;9;1;29;1;44.0
2023;4;AC;1200401;-1;40;212420;6209100;1818.0;7;1;31;6;44.0
2023;4;AC;1200138;-1;40;317105;7733100;4068.33;7;1;33;1;44.0
2023;4;AC;1200401;-1;40;212405;9511800;1749.35;8;1;24;1;44.0
2023;4;AC;1200401;1;97;212410;4321500;1650.0;9;1;27;1;44.0
2023;4;AC;1200401;1;97;317210;4321500;2134.87;8;1;49;3;44.0
2023;4;AC;1200401;1;97;317205;4751201;1500.0;7;1;28;6;44.0
2023;4;AC;1200401;1;97;317205;4751201;1500.0;7;1;42;6;44.0
2023;4;AC;1200401;1;97;212420;6110803;1302.0;9;1;22;3;44.0
2023;4;AC;1200500;1;97;317210;6130200;1500.0;7;1;31;6;44.0
2023;4;AC;1200500;1;97;317210;6130200;1500.0;7;1;22;6;44.0
2023;4;AC;1200500;1;97;317210;6130200;1500.0;7;1;20;6;44.0
2023;4;AC;1200203;1;97;317210;6190601;1302.0;7;3;23;6;44.0
2023;4;AC;1200401;1;97;317210;6621502;2665.0;9;1;38;6;44.0
2023;4;AC;1200401;1;97;317210;6621502;2798.0;9;3;49;3;44.0
2023;4;AC;1200401;1;97;317210;6621502;2665.0;7;1;42;6;44.0
2023;4;AC;1200401;1;97;317210;9511800;1302.0;9;1;22;2;44.0
2023;5;AC;1200401;-1;31;317210;6621502;2966.0;8;3;33;3;44.0
2023;5;AC;1200401;-1;31;317210;6621502;2966.0;8;1;21;3;44.0
2023;5;AC;1200401;-1;40;212410;4321500;2000.0;7;1;35;6;44.0
2023;5;AC;1200401;-1;40;317205;4751201;2060.0;7;1;29;6;44.0
2023;5;AC;1200500;-1;40;317210;6130200;1500.0;7;1;32;6;44.0
2023;5;AC;1200401;-1;40;317210;6399200;1648.0;7;3;29;3;44.0
2023;5;AC;1200401;-1;40;317210;6621502;2996.0;80;1;37;6;44.0
2023;5;AC;1200401;1;97;317205;4110700;1600.0;9;1;22;6;44.0
2023;5;AC;1200401;1;97;212410;4321500;2000.0;7;1;35;6;44.0
2023;5;AC;1200401;1;97;212410;4321500;1650.0;7;1;21;1;44.0
2023;5;AC;1200401;1;97;212310;4511102;1320.0;8;1;33;6;44.0
2023;5;AC;1200401;1;97;317205;4751201;1500.0;7;1;30;6;44.0
2023;5;AC;1200401;1;97;317210;6110803;1375.0;7;1;20;6;44.0
2023;5;AC;1200500;1;97;317210;6130200;1500.0;7;1;32;6;44.0
2023;5;AC;1200401;1;97;317210;6621502;2665.0;7;1;27;6;44.0
2023;6;AC;1200401;-1;31;212410;4321500;1650.0;9;1;30;3;36.0
2023;6;AC;1200401;-1;31;212420;6209100;1700.0;7;1;23;3;44.0
2023;6;AC;1200401;-1;31;317210;9511800;1320.0;9;1;22;2;44.0
2023;6;AC;1200401;-1;40;317210;6399200;1648.0;7;3;22;3;44.0
2023;6;AC;1200138;-1;40;212420;7733100;3184.73;9;1;32;3;44.0
2023;6;AC;1200401;-1;43;317120;8121400;3296.0;7;1;22;3;44.0
2023;6;AC;1200401;1;97;317210;4511101;1600.0;7;1;31;6;44.0
2023;6;AC;1200401;1;97;317205;4930202;1377.0;7;1;22;1;44.0
2023;6;AC;1200401;1;97;212420;6110803;2000.0;7;1;27;6;44.0
2023;6;AC;1200203;1;97;317210;6130200;1400.0;7;1;27;6;44.0
2023;6;AC;1200203;1;97;317210;6190601;1320.0;9;1;26;6;44.0
2023;6;AC;1200401;1;97;317210;6399200;1320.0;9;3;30;3;44.0
2023;6;AC;1200138;1;97;212405;7733100;4832.9;9;1;22;6;44.0
2023;6;AC;1200138;1;97;212405;7733100;4832.9;80;1;25;6;44.0
2023;6;AC;1200138;1;97;212420;7733100;3184.73;8;1;37;6;44.0
2023;6;AC;1200138;1;97;212405;7733100;4832.9;9;3;30;6;44.0
2023;6;AC;1200138;1;97;212420;7733100;3184.73;7;1;36;6;44.0
2023;6;AC;1200138;1;97;212420;7733100;3184.73;9;1;32;3;44.0
2023;6;AC;1200138;1;97;317105;7733100;4068.33;9;1;22;6;44.0
2023;6;AC;1200138;1;97;212405;7733100;7616.57;7;1;23;6;44.0
2023;6;AC;1200138;1;97;212405;7733100;4832.9;9;3;29;6;44.0
2023;6;AC;1200138;1;97;212420;7733100;3184.73;7;1;39;6;44.0
2023;6;AC;1200138;1;97;212420;7733100;3184.73;8;1;19;6;44.0
2023;6;AC;1200401;1;97;317120;8121400;3296.0;7;1;22;3;44.0
2023;7;AC;1200401;-1;31;212420;6110803;2000.0;7;1;27;6;44.0
2023;7;AC;1200401;-1;31;212420;8121400;2295.0;7;1;43;3;44.0
2023;7;AC;1200401;-1;40;317210;6621502;2665.0;8;1;22;3;44.0
2023;7;AC;1200401;-1;40;212410;7311400;1650.0;7;3;25;6;44.0
2023;7;AC;1200138;-1;40;212420;7733100;3184.73;7;1;36;6;44.0
2023;7;AC;1200401;-1;40;212320;8531700;2293.25;9;1;33;2;44.0
2023;7;AC;1200401;1;97;317205;4752100;1492.07;7;1;25;3;44.0
2023;7;AC;1200401;1;97;317210;6621502;2665.0;7;1;33;6;44.0
2023;7;AC;1200401;1;97;212410;7311400;1800.0;7;1;26;6;44.0
2023;7;AC;1200401;1;97;317205;7490104;1320.0;7;3;25;3;44.0
2023;7;AC;1200138;1;97;212405;7733100;4832.9;9;1;35;4;44.0
2023;7;AC;1200138;1;97;317210;7733100;2966.0;9;1;27;4;44.0
2023;7;AC;1200401;1;97;317210;7820500;2966.0;7;1;36;6;44.0
2023;7;AC;1200401;1;97;317120;8121400;2295.0;9;1;23;3;44.0
2023;7;AC;1200401;1;97;317210;8513900;1800.0;9;1;33;3;44.0
2023;7;AC;1200401;1;97;212410;8531700;1942.11;8;1;23;1;44.0
2023;7;AC;1200401;1;97;317210;9511800;1320.0;8;1;25;2;44.0
2023;8;AC;1200401;-1;31;212410;4321500;1650.0;7;1;26;3;44.0
2023;8;AC;1200401;-1;31;317210;4511101;1600.0;7;1;31;6;44.0
2023;8;AC;1200401;-1;31;212405;4619200;1500.0;9;1;23;6;40.0
2023;8;AC;1200401;-1;31;317205;4751201;1500.0;7;1;30;6;44.0
2023;8;AC;1200401;-1;31;317110;4751201;1320.0;7;1;20;6;44.0
2023;8;AC;1200203;-1;31;317210;6130200;1400.0;7;1;27;6;44.0
2023;8;AC;1200401;-1;31;317120;8121400;2295.0;7;3;20;3;44.0
2023;8;AC;1200500;-1;40;317210;6130200;1500.0;7;1;32;6;44.0
2023;8;AC;1200138;-1;40;317105;7733100;4068.3301;9;1;23;3;44.0
2023;8;AC;1200138;-1;40;212405;7733100;4832.8999;9;3;29;6;44.0
2023;8;AC;1200401;-1;43;317110;8531700;8000.0;9;1;41;6;40.0
2023;8;AC;1200401;1;97;212410;4321500;1700.0;9;1;31;3;44.0
2023;8;AC;1200401;1;97;212420;4751201;1700.0;9;1;23;4;44.0
2023;8;AC;1200203;1;97;317210;6130200;1320.0;7;1;21;3;44.0
2023;8;AC;1200401;1;97;212405;7020400;6276.27;80;1;35;6;40.0
2023;8;AC;1200401;1;97;212405;7020400;6276.27;9;1;25;6;40.0
2023;8;AC;1200401;1;97;212405;7020400;9700.21;80;1;26;6;40.0
2023;8;AC;1200401;1;97;212410;7311400;1800.0;7;1;20;6;44.0
2023;8;AC;1200138;1;97;212405;7733100;4832.8999;9;3;28;4;44.0
2023;8;AC;1200138;1;97;317105;7733100;4068.3301;7;1;23;6;44.0
2023;8;AC;1200138;1;97;317210;7733100;2966.0;9;1;29;4;44.0
2023;8;AC;1200138;1;97;212420;7733100;3184.73;7;1;32;4;44.0
2023;8;AC;1200401;1;97;317210;8640210;2200.0;9;1;29;3;44.0
2023;9;AC;1200401;-1;31;212420;4751201;2363.46;7;1;42;6;44.0
2023;9;AC;1200138;-1;31;212405;7733100;4832.8999;9;1;28;6;44.0
2023;9;AC;1200401;-1;31;317210;8640205;1468.0;7;1;27;3;44.0
2023;9;AC;1200500;-1;40;317210;6130200;1500.0;7;1;20;3;44.0
2023;9;AC;1200401;-1;43;317210;6621502;2665.0;7;1;33;6;44.0
2023;9;AC;1200401;-1;43;317210;9511800;1320.0;8;1;26;2;44.0
2023;9;AC;1200401;-1;90;212420;8211300;2992.51;9;1;35;1;44.0
2023;9;AC;1200401;1;97;212410;4321500;1650.0;9;1;27;1;44.0
2023;9;AC;1200401;1;97;317210;6399200;1500.0;7;3;32;3;44.0
2023;9;AC;1200401;1;97;317210;6399200;2000.0;7;1;36;3;44.0
2023;9;AC;1200138;1;97;317105;7733100;4068.3301;9;1;37;6;44.0
2023;9;AC;1200401;1;97;317205;8020001;1800.0;7;1;22;6;44.0
2023;9;AC;1200401;1;97;212420;8211300;2992.51;9;1;26;2;44.0
